productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance
42444,Alakazam,Alakazam,https://tcgplayer-cdn.tcgplayer.com/product/42444_200w.jpg,3,605,https://cpt.tcgcsv.com/V-l,2025-12-10T05:51:13.417,1,001/130,Holo Rare,Psychic,80,Stage 2,"<strong>Pokémon Power: Damage Swap</strong> As often as you like during your turn <em>(before your attack)</em>, you may move 1 damage counter from 1 of your Pokémon to another as long as you don't Knock Out that Pokémon. This power can't be used if Alakazam is Asleep, Confused, or Paralyzed.","[PPP] Confuse Ray (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,3,25.99,52.0,99.98,45.24,52.88,Holofoil,,
42445,Mewtwo,Mewtwo,https://tcgplayer-cdn.tcgplayer.com/product/42445_200w.jpg,3,605,https://cpt.tcgcsv.com/W-l,2022-11-15T19:51:52.807,1,010/130,Holo Rare,Psychic,60,Basic,,"[1P] Psychic (10+)
<br>Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.",P,3,16.99,29.1,145.95,44.3,,Holofoil,"[PP] Barrier
<br>Discard 1 Psychic Energy card attached to Mewtwo in order to use this attack. During your opponent's next turn, prevent all effects of attacks, including damage, done to Mewtwo.",
42446,Computer Search,Computer Search,https://tcgplayer-cdn.tcgplayer.com/product/42446_200w.jpg,3,605,https://cpt.tcgcsv.com/X-l,2023-07-20T16:54:35.673,1,101/130,Rare,Trainer,,,Discard 2 of the other cards from your hand in order to search your deck for any card and put it into your hand. Shuffle your deck afterward.,,,,0.7,2.48,10.0,2.68,,Normal,,
42447,Defender,Defender,https://tcgplayer-cdn.tcgplayer.com/product/42447_200w.jpg,3,605,https://cpt.tcgcsv.com/Z-l,2025-02-28T09:24:33.91,1,109/130,Uncommon,Trainer,,,"Attach Defender to 1 of your Pokémon. At the end of your opponent's next turn, discard Defender. Damage done to that Pokémon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",,,,0.1,0.37,4.79,0.42,0.25,Normal,,
42448,Nidoking,Nidoking,https://tcgplayer-cdn.tcgplayer.com/product/42448_200w.jpg,3,605,https://cpt.tcgcsv.com/--l,2025-12-10T05:57:27.73,1,011/130,Holo Rare,Grass,90,Stage 2,,"[2G] Thrash (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Nidoking does 10 damage to itself.",P,3,12.99,23.29,69.97,24.16,,Holofoil,"[GGG] Toxic (20)
<br>The Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn <em>(even if it was already Poisoned)</em>.",
42449,Energy Retrieval,Energy Retrieval,https://tcgplayer-cdn.tcgplayer.com/product/42449_200w.jpg,3,605,https://cpt.tcgcsv.com/_-l,2024-07-26T16:11:41.287,1,110/130,Uncommon,Trainer,,,Trade 1 of the other cards in your hand for up to 2 basic Energy cards from your discard pile.,,,,0.02,0.35,501.5,0.41,,Normal,,
42450,Full Heal,Full Heal,https://tcgplayer-cdn.tcgplayer.com/product/42450_200w.jpg,3,605,https://cpt.tcgcsv.com/0_l,2025-12-02T00:56:34.783,1,111/130,Uncommon,Trainer,,,"Your Active Pokémon is no longer Asleep, Confused, Paralyzed, or Poisoned.",,,,0.08,0.38,6.0,0.4,0.28,Normal,,
42451,Bill,Bill,https://tcgplayer-cdn.tcgplayer.com/product/42451_200w.jpg,3,605,https://cpt.tcgcsv.com/2_l,2025-12-02T00:46:39.787,1,118/130,Common,Trainer,,,Draw 2 cards.,,,,0.1,0.35,9.99,0.36,0.14,Normal,,
42452,Energy Removal,Energy Removal,https://tcgplayer-cdn.tcgplayer.com/product/42452_200w.jpg,3,605,https://cpt.tcgcsv.com/3_l,2025-11-20T05:00:27.907,1,119/130,Common,Trainer,,,Choose 1 Energy card attached to 1 of your opponent's Pokémon and discard it.,,,,0.05,0.32,2.42,0.33,0.18,Normal,,
42453,Nidoqueen,Nidoqueen,https://tcgplayer-cdn.tcgplayer.com/product/42453_200w.jpg,3,605,https://cpt.tcgcsv.com/5_l,2025-12-10T05:57:52.633,1,012/130,Holo Rare,Grass,90,Stage 2,,"[1G] Boyfriends (20+)
<br>Does 20 damage plus 20 more damage for each Nidoking you have in play.",P,3,13.97,17.64,311.2,24.13,311.2,Holofoil,[2GG] Mega Punch (50),
42454,Double Colorless Energy,Double Colorless Energy,https://tcgplayer-cdn.tcgplayer.com/product/42454_200w.jpg,3,605,https://cpt.tcgcsv.com/6_l,2022-11-15T17:05:42.117,1,124/130,Uncommon,Special Energy,,,"Provides 2 Colorless Energy.
<br>Doesn't count as a basic Energy card.",,,,0.75,1.97,7.48,2.23,,Normal,,
42455,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/42455_200w.jpg,3,605,https://cpt.tcgcsv.com/7_l,2025-12-02T00:56:00.277,1,125/130,Common,Basic Energy,,,,,,,0.07,0.27,1.99,0.32,,Normal,,
42456,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/42456_200w.jpg,3,605,https://cpt.tcgcsv.com/8_l,2025-11-21T17:20:03.143,1,126/130,Common,Basic Energy,,,,,,,0.15,0.54,2.12,0.73,0.5,Normal,,
42457,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/42457_200w.jpg,3,605,https://cpt.tcgcsv.com/9_l,2024-03-05T12:45:01.58,1,013/130,Holo Rare,Fire,80,Stage 1,,"[2] Lure
<br>If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.",W,1,12.61,15.45,39.99,22.91,,Holofoil,"[RRRR] Fire Blast (80)
<br>Discard 1 Fire Energy card attached to Ninetales in order to use this attack.",
42458,Pidgeot,Pidgeot,https://tcgplayer-cdn.tcgplayer.com/product/42458_200w.jpg,3,605,https://cpt.tcgcsv.com/b_l,2025-12-10T06:03:41.047,1,014/130,Holo Rare,Colorless,80,Stage 2,,[2] Wing Attack (20),L,,16.0,19.99,50.0,27.73,,Holofoil,"[3] Hurricane (30)
<br>Unless this attack Knocks Out the Defending Pokémon, return the Defending Pokémon and all cards attached to it to your opponent's hand.",F-30
42459,Poliwrath,Poliwrath,https://tcgplayer-cdn.tcgplayer.com/product/42459_200w.jpg,3,605,https://cpt.tcgcsv.com/c_l,2025-12-10T06:04:47.093,1,015/130,Holo Rare,Water,90,Stage 2,,"[1WW] Water Gun (30+)
<br>Does 30 damage plus 10 more damage for each Water Energy attached to Poliwrath but not used to pay for this attack's Energy cost. You can't add more than 20 damage this way.",G,3,7.57,11.63,111.71,12.21,,Holofoil,"[2WW] Whirlpool (40)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",
42460,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/42460_200w.jpg,3,605,https://cpt.tcgcsv.com/d_l,2025-12-10T06:05:19.937,1,016/130,Holo Rare,Lightning,80,Stage 1,,"[2L] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Raichu.",F,1,22.23,30.0,51.74,32.33,44.99,Holofoil,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Raichu does 30 damage to itself.",
42461,Scyther,Scyther,https://tcgplayer-cdn.tcgplayer.com/product/42461_200w.jpg,3,605,https://cpt.tcgcsv.com/f_l,2025-12-10T06:05:48.567,1,017/130,Holo Rare,Grass,70,Basic,,"[G] Swords Dance
<br>During your next turn, Scyther's Slash attack's base damage is 60 instead of 30.",R,,14.24,20.0,50.0,26.69,49.98,Holofoil,[3] Slash (30),F-30
42462,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/42462_200w.jpg,3,605,https://cpt.tcgcsv.com/g_l,2022-11-16T19:03:00.337,1,018/130,Holo Rare,Grass,100,Stage 2,"<strong>Pokémon Power: Energy Trans</strong> As often as you like during your turn <em>(before your attack)</em>, you may take 1 Grass Energy card attached to 1 of your Pokémon and attach it to a different one. This power can't be used if Venusaur is Asleep, Confused, or Paralyzed.",[GGGG] Solarbeam (60),R,2,48.99,60.95,100.0,73.04,,Holofoil,,
42463,Wigglytuff,Wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/42463_200w.jpg,3,605,https://cpt.tcgcsv.com/h_l,2025-12-10T06:06:51.627,1,019/130,Holo Rare,Colorless,80,Stage 2,,"[1] Lullaby
<br>The Defending Pokémon is now Asleep.",F,2,6.99,10.7,23.0,11.33,,Holofoil,"[3] Do the Wave (10+)
<br>Does 10 damage plus 10 more damage for each of your Benched Pokémon.",P-30
42464,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/42464_200w.jpg,3,605,https://cpt.tcgcsv.com/j_l,2022-11-15T16:48:12.873,1,002/130,Holo Rare,Water,100,Stage 2,"<strong>Pokémon Power: Rain Dance</strong> As often as you like during your turn <em>(before your attack)</em>, you may attach 1 Water Energy card to 1 of your Water Pokémon. <em>(This doesn't use up your 1 Energy card attachment for the turn.)</em> This power can't be used if Blastoise is Asleep, Confused, or Paralyzed.","[WWW] Hydro Pump (40+)
<br>Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.",L,3,59.99,85.66,352.55,103.89,,Holofoil,,
42465,Zapdos,Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/42465_200w.jpg,3,605,https://cpt.tcgcsv.com/k_l,2025-12-10T06:07:24.407,1,020/130,Holo Rare,Lightning,90,Basic,,"[1LLL] Thunder (60)
<br>Flip a coin. If tails, Zapdos does 30 damage to itself.",,3,14.93,27.28,44.99,26.01,19.99,Holofoil,"[LLLL] Thunderbolt (100)
<br>Discard all Energy cards attached to Zapdos in order to use this attack.",F-30
42466,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/42466_200w.jpg,3,605,https://cpt.tcgcsv.com/l_l,2022-11-15T16:26:37.777,1,021/130,Rare,Grass,80,Stage 2,,"[3] Twineedle (30x)
<br>Flip 2 coins. this attack does 30 damage times the number of heads.",R,0,0.8,1.5,6.64,2.33,,Normal,"[GGG] Poison Sting (40)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",F-30
